,FUENTES_FINANCIACION,PERSONAS_A_CARGO,DIFICULTAD_PAGO_MATRICULA,TURNO_TRABAJO_ESTUDIO,TIPO_VIVIENDA_RESIDENCIA,ZONA_VIVIENDA_RESIDENCIA,VIVE_PADRES_FAMILIAR,SISBEN,NUM_HIJOS,VIVE_PERSONAS_MAYORES,VIVE_PERSONAS_PATOLOGIAS,VICTIMA_VIOLENCIA,FRECUENCIA_USO_CANALES_ATENCION,ORIENTACION_CAT,COMUNA,NIV_EDUCATIVO_PADRE_CAT,NIV_EDUCATIVO_MADRE_CAT,ES_VULNERABLE,ES_GRUPO_ETNICO,GRUPO_ETNICO_CAT,HORAS_FUERA_CASA,RECURSOS_TECNOLOGICOS,HERMANOS_CAT,CARGA_LABORAL,CARGA_HOGAR,CONDICION_DISCAPACIDAD,HABITOS_RIESGO,IMC_CAT,CIENCIAS BÁSICAS_bin,CIENCIAS BÁSICAS DE INGENIERÍA_bin,INGENIERÍA APLICADA_bin,INSTITUCIONAL_bin
134,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Occidental,Superior,Media,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
709,Otro / No aplica,CON_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
354,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,4–5,4–5,4–5
708,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Sur Oriental,Básica,Básica,Sí,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,3–3.99
124,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Bogota,Superior,Media,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,ALTO,NORMAL,3–3.99,3–3.99,2–2.99,3–3.99
137,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Norte,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,2–2.99,3–3.99,2–2.99,2–2.99
346,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Oriental,Media,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
719,Otro / No aplica,CON_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Oriental,Básica,Media,No,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,Sin nota,4–5,3–3.99,3–3.99
65,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No responde,Con poca frecuencia,No responde,Comuna Oriental,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
18,Crédito,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,No,2,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Oriental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
4,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,No responde,Comuna Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,2–2.99,3–3.99,3–3.99
166,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,1,Si,No,No,Casi nunca,No responde,Municipios Aledaños,Media,Básica,Sí,Sí,Étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_3_MAS,COGNITIVA,NINGUNO,NORMAL,3–3.99,2–2.99,3–3.99,3–3.99
107,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Comuna Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
646,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Casi nunca,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,ALTA_>20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,3–3.99
642,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,3–3.99
330,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Media,Sí,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,3–3.99
356,Otro / No aplica,SIN_CARGAS,Si,Mixto,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Occidental,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
69,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
172,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,OBESIDAD,3–3.99,4–5,3–3.99,4–5
401,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
495,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
270,Beca,CON_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,No,No,No,Con poca frecuencia,No responde,Comuna Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
51,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,4–5,4–5
484,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Centro,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,NORMAL,4–5,4–5,3–3.99,4–5
108,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Norte,Media,Media,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
149,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No responde,Con poca frecuencia,No responde,Municipios Aledaños,Básica,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
226,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No responde,Con poca frecuencia,No responde,Comuna Centro,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,3–3.99,4–5,4–5
613,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Frecuentemente,No responde,Comuna Sur Occidental,Media,Media,Sí,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
574,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Frecuentemente,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
357,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Occidental,Media,Básica,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,ALTO,OBESIDAD,3–3.99,3–3.99,3–3.99,3–3.99
637,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
629,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,Sí,No,Con poca frecuencia,No responde,Comuna Centro,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
298,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona rural,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
754,Otro / No aplica,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Básica,Media,Sí,No,No étnico,BAJO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,Sin nota,3–3.99,4–5,3–3.99
749,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,No,No,No,Casi nunca,Heterosexual,Municipios Aledaños,Media,Media,Sí,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,3–3.99,2–2.99,3–3.99
398,Beca,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,3,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,BAJO,OBESIDAD,4–5,4–5,4–5,4–5
156,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Municipios Aledaños,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,2–2.99,3–3.99
56,Beca,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,Si,Frecuentemente,Heterosexual,Comuna Centro,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,SOBREPESO,3–3.99,4–5,3–3.99,4–5
705,Recursos propios,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No responde,Con poca frecuencia,Diversa,Comuna Norte,Media,Media,No,No,No reportado,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
152,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,NORMAL,2–2.99,3–3.99,3–3.99,3–3.99
90,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Básica,Básica,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
747,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,No,No,0,Si,No,No,Casi nunca,Heterosexual,Sin agrupar,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,Sin nota,4–5,4–5,3–3.99
482,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,OBESIDAD,3–3.99,4–5,4–5,4–5
567,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Básica,Media,No,Sí,Étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
31,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,Diversa,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,ALTO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
760,Recursos propios,CON_CARGAS,No,Mixto,Propia pagandose,Zona urbana,Si,Si,0,Si,Sí,No,Nunca,Heterosexual,Comuna Norte,Básica,Media,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,Sin nota,4–5,3–3.99,4–5
213,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Casi nunca,No responde,Comuna Centro,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
3,Recursos propios,CON_CARGAS,Si,Nocturno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Casi nunca,No responde,Comuna Sur Occidental,Media,Superior,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,2–2.99,3–3.99,2–2.99
102,Beca,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Occidental,Media,Básica,No,No,No reportado,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,4–5,4–5
575,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
728,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,SOBREPESO,Sin nota,4–5,2–2.99,4–5
341,Recursos propios,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,No responde,Comuna Sur Oriental,Básica,Media,Sí,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
293,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,No responde,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,BAJO_PESO,3–3.99,3–3.99,3–3.99,4–5
753,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,Sí,No,Casi nunca,Heterosexual,Comuna Oriental,Superior,Media,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
93,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Occidental,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
259,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,Si,Casi nunca,Heterosexual,Municipios Aledaños,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,4–5,4–5,3–3.99,4–5
116,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,Si,Casi nunca,No responde,Comuna Sur Oriental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
264,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Diversa,Municipios Aledaños,Media,Media,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,ALTO,NORMAL,3–3.99,4–5,4–5,4–5
373,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,No responde,Sin agrupar,Básica,Básica,Sí,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,4–5
425,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Básica,Superior,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,SOBREPESO,4–5,4–5,4–5,4–5
455,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
158,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,No responde,Comuna Oriental,Media,Básica,No,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,3–3.99,3–3.99
526,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,No,No,Nunca,Heterosexual,Municipios Aledaños,Básica,Media,Sí,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
389,Recursos propios,CON_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,No,2,Si,No,No,Frecuentemente,Diversa,Comuna Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,COGNITIVA,ALTO,NORMAL,4–5,4–5,4–5,4–5
38,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,No responde,Comuna Norte,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,3–3.99,3–3.99
358,Beca,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Sur Occidental,Media,Básica,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,4–5,4–5,4–5
505,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,No,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
229,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Casi nunca,No responde,Comuna Centro,Media,Media,Sí,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,SOBREPESO,3–3.99,3–3.99,4–5,4–5
638,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
550,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Casi nunca,Heterosexual,Comuna Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
44,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,3–3.99,4–5
599,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Oriental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
177,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,No,No,Con poca frecuencia,No responde,Comuna Oriental,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,4–5
160,Recursos propios,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,Si,Frecuentemente,No responde,Municipios Aledaños,Media,Media,Sí,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,BAJO_PESO,3–3.99,3–3.99,3–3.99,4–5
85,Recursos propios,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,No,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,3–3.99,4–5
